Amount,HLA,Avg_Amount
1225,HLA-B15:07.csv,43.75
49,HLA-B46:01.csv,1.75
1225,HLA-B15:02.csv,43.75
497,HLA-B45:01.csv,17.75
471,HLA-B13:02.csv,16.821428571428573
2166,HLA-C05:01.csv,77.35714285714286
1225,HLA-B15:27.csv,43.75
73,HLA-C17:01.csv,2.607142857142857
601,HLA-B35:02.csv,21.464285714285715
1138,HLA-A02:05.csv,40.642857142857146
1225,HLA-B15:25.csv,43.75
96,HLA-B51:01.csv,3.4285714285714284
10726,HLA-C12:02.csv,383.07142857142856
360,HLA-B40:01.csv,12.857142857142858
471,HLA-B07:02.csv,16.821428571428573
1225,HLA-B15:01.csv,43.75
1225,HLA-B15:17.csv,43.75
